Video Identifier,Video Name,Frame Number,Timestamp,EAR,MAR,Subject,State
Video_001,1-Subject_1.avi,102,3.403,0.40856042743267684,0.007877223979482928,1,0
Video_001,1-Subject_1.avi,105,3.503,0.4103663590223652,0.007778714341407786,1,0
Video_001,1-Subject_1.avi,108,3.603,0.41375887330267824,0.007772799791876657,1,0
Video_001,1-Subject_1.avi,111,3.703,0.41996590016076274,0.0070912330007312325,1,0
Video_001,1-Subject_1.avi,114,3.803,0.42612032471019157,0.007215307066895822,1,0
Video_001,1-Subject_1.avi,117,3.903,0.11624927643794047,0.0068508537794324705,1,0
Video_001,1-Subject_1.avi,120,4.004,0.1334097146564553,0.01278419312645177,1,0
Video_001,1-Subject_1.avi,123,4.104,0.3689416922261692,0.05074827312245823,1,0
Video_001,1-Subject_1.avi,126,4.204,0.5144676010119715,0.09272247442495035,1,0
Video_001,1-Subject_1.avi,129,4.304,0.6069555978301057,0.131914634993746,1,0
Video_001,1-Subject_1.avi,132,4.404,0.5980696121771008,0.11592991138956389,1,0
Video_001,1-Subject_1.avi,135,4.504,0.6111267849059968,0.03064648204882076,1,0
Video_001,1-Subject_1.avi,138,4.604,0.6567567320815922,0.05180225171706494,1,0
Video_001,1-Subject_1.avi,141,4.704,0.6899687002035307,0.07513652106041696,1,0
Video_001,1-Subject_1.avi,144,4.804,0.6895931496354094,0.08505187376117389,1,0
Video_001,1-Subject_1.avi,147,4.904,0.687990446110747,0.08612890736048495,1,0
Video_001,1-Subject_1.avi,150,5.005,0.6847572482748011,0.08217482111154739,1,0
Video_001,1-Subject_1.avi,153,5.105,0.6814993295932716,0.07487361986632571,1,0
Video_001,1-Subject_1.avi,156,5.205,0.5847437949406143,0.05614100198444972,1,0
Video_001,1-Subject_1.avi,159,5.305,0.32725169083974465,0.06224786409453689,1,0
Video_001,1-Subject_1.avi,162,5.405,0.40315804565323493,0.01900316460623694,1,0
Video_001,1-Subject_1.avi,165,5.505,0.43739464343305323,0.014932278968740375,1,0
Video_001,1-Subject_1.avi,168,5.605,0.46764314184853806,0.013153314650556868,1,0
Video_001,1-Subject_1.avi,171,5.705,0.4570446020671869,0.017951321969557697,1,0
Video_001,1-Subject_1.avi,174,5.805,0.44569098456176626,0.017263238631939615,1,0
Video_001,1-Subject_1.avi,177,5.905,0.44419087571904214,0.01657337887233312,1,0
Video_001,1-Subject_1.avi,180,6.006,0.4422695970986592,0.014576090513978776,1,0
Video_001,1-Subject_1.avi,183,6.106,0.43693337451593284,0.011582033655297443,1,0
Video_001,1-Subject_1.avi,186,6.206,0.4327373939061131,0.011577499276905257,1,0
Video_001,1-Subject_1.avi,189,6.306,0.42373765129709473,0.011434406426678114,1,0
Video_001,1-Subject_1.avi,192,6.406,0.42039685079120964,0.011140960673711823,1,0
Video_001,1-Subject_1.avi,195,6.506,0.42564874488773385,0.010514349688719248,1,0
Video_001,1-Subject_1.avi,198,6.606,0.42441297403542844,0.010322372864478622,1,0
Video_001,1-Subject_1.avi,201,6.706,0.4177556974322001,0.00829130710547565,1,0
Video_001,1-Subject_1.avi,204,6.806,0.06054271596704746,0.008193771392479314,1,0
Video_001,1-Subject_1.avi,207,6.906,0.028178660438778057,0.006956550828248683,1,0
Video_001,1-Subject_1.avi,210,7.007,0.26763194692053655,0.0072850714355880836,1,0
Video_001,1-Subject_1.avi,213,7.107,0.20336590225591067,0.010404076424941061,1,0
Video_001,1-Subject_1.avi,216,7.207,0.26662029555661376,0.005744202925474925,1,0
Video_001,1-Subject_1.avi,219,7.307,0.3211937569099541,0.006455609862265759,1,0
Video_001,1-Subject_1.avi,222,7.407,0.3291859649881486,0.0036510271958929814,1,0
Video_001,1-Subject_1.avi,225,7.507,0.3199127024696928,0.005142611127203065,1,0
Video_001,1-Subject_1.avi,228,7.607,0.3778741884549923,0.006096736965670175,1,0
Video_001,1-Subject_1.avi,231,7.707,0.38020742919144773,0.003222705046320259,1,0
Video_001,1-Subject_1.avi,234,7.807,0.3785321635484248,0.0022219325700605945,1,0
Video_001,1-Subject_1.avi,237,7.907,0.38793725596531536,0.003465103751699077,1,0
Video_001,1-Subject_1.avi,240,8.008,0.3976936144214702,0.0039621961458113225,1,0
Video_001,1-Subject_1.avi,243,8.108,0.38732233318575543,0.005703874242494469,1,0
Video_001,1-Subject_1.avi,246,8.208,0.39269844772692075,0.006236904470295062,1,0
Video_001,1-Subject_1.avi,249,8.308,0.39851545049628817,0.004530349973070186,1,0
Video_001,1-Subject_1.avi,252,8.408,0.020388768443350667,0.0076755862139055355,1,0
Video_001,1-Subject_1.avi,255,8.508,0.21624981315623443,0.005211394579185344,1,0
Video_001,1-Subject_1.avi,258,8.608,0.32628080473271026,0.00641245266322245,1,0
Video_001,1-Subject_1.avi,261,8.708,0.3476920472255327,0.007419476258079083,1,0
Video_001,1-Subject_1.avi,264,8.808,0.36999463974610824,0.01379901849627381,1,0
Video_001,1-Subject_1.avi,267,8.908,0.41984104558166335,0.010323467567678069,1,0
Video_001,1-Subject_1.avi,270,9.009,0.4400682604873877,0.01219784582238215,1,0
Video_001,1-Subject_1.avi,273,9.109,0.4410263466822519,0.011898960846697693,1,0
Video_001,1-Subject_1.avi,276,9.209,0.43396039836296246,0.01010131271568365,1,0
Video_001,1-Subject_1.avi,279,9.309,0.4435457300019231,0.008917190848742103,1,0
Video_001,1-Subject_1.avi,282,9.409,0.44783651394462076,0.007585413006740645,1,0
Video_001,1-Subject_1.avi,285,9.509,0.4444490966341516,0.007209638641953455,1,0
Video_001,1-Subject_1.avi,288,9.609,0.44683368352147146,0.006934970029034094,1,0
Video_001,1-Subject_1.avi,291,9.709,0.44260465353363404,0.00716069697284504,1,0
Video_001,1-Subject_1.avi,294,9.809,0.4411556277489716,0.0073842527283221335,1,0
Video_001,1-Subject_1.avi,297,9.909,0.4414246555211276,0.007327584915709216,1,0
Video_001,1-Subject_1.avi,300,10.01,0.44264175864405564,0.0072026397512724985,1,0
Video_001,1-Subject_1.avi,303,10.11,0.44645890244294867,0.007696189229347068,1,0
Video_001,1-Subject_1.avi,306,10.21,0.4482304046491182,0.007547788772099245,1,0
Video_001,1-Subject_1.avi,309,10.31,0.4425071204608124,0.00807480732761941,1,0
Video_001,1-Subject_1.avi,312,10.41,0.4395374826454061,0.008558884114330322,1,0
Video_001,1-Subject_1.avi,315,10.51,0.43532933090067316,0.008709021016279694,1,0
Video_001,1-Subject_1.avi,318,10.61,0.43250052984561527,0.009102548543205035,1,0
Video_001,1-Subject_1.avi,321,10.71,0.4322122304531427,0.009885547157983895,1,0
Video_001,1-Subject_1.avi,324,10.81,0.43724336305793,0.009019171898385286,1,0
Video_001,1-Subject_1.avi,327,10.91,0.4408492907437637,0.00864227676125249,1,0
Video_001,1-Subject_1.avi,330,11.011,0.44199800974143255,0.007824091949924922,1,0
Video_001,1-Subject_1.avi,333,11.111,0.4419281693691889,0.0073969735682235796,1,0
Video_001,1-Subject_1.avi,336,11.211,0.43990118579523263,0.007131200446336936,1,0
Video_001,1-Subject_1.avi,339,11.311,0.44210731886935084,0.00712387624999922,1,0
Video_001,1-Subject_1.avi,342,11.411,0.44498255820934773,0.0071766196874476565,1,0
Video_001,1-Subject_1.avi,345,11.511,0.4402176110430578,0.007549040064608125,1,0
Video_001,1-Subject_1.avi,348,11.611,0.4436574653189515,0.00732497154815316,1,0
Video_001,1-Subject_1.avi,351,11.711,0.44362999286012533,0.00764696313600893,1,0
Video_001,1-Subject_1.avi,354,11.811,0.4444928688419888,0.00766214042908683,1,0
Video_001,1-Subject_1.avi,357,11.911,0.443769982061862,0.0076667265281585234,1,0
Video_001,1-Subject_1.avi,360,12.012,0.4418087201259197,0.008107149342293262,1,0
Video_001,1-Subject_1.avi,363,12.112,0.4435488703314351,0.007957768866388276,1,0
Video_001,1-Subject_1.avi,366,12.212,0.44200109911221075,0.007877615628861476,1,0
Video_001,1-Subject_1.avi,369,12.312,0.4399668632957354,0.008056113545921504,1,0
Video_001,1-Subject_1.avi,372,12.412,0.4380682316366731,0.008636531981318878,1,0
Video_001,1-Subject_1.avi,375,12.512,0.4345481291616019,0.009811798410993994,1,0
Video_001,1-Subject_1.avi,378,12.612,0.43304977859685645,0.009632456846251199,1,0
Video_001,1-Subject_1.avi,381,12.712,0.43271202545021703,0.010352584702026815,1,0
Video_001,1-Subject_1.avi,384,12.812,0.4329790867744136,0.010895062440923219,1,0
Video_001,1-Subject_1.avi,387,12.912,0.4325076634494873,0.011643490252405306,1,0
Video_001,1-Subject_1.avi,390,13.013,0.4309912424228364,0.013116376757051646,1,0
Video_001,1-Subject_1.avi,393,13.113,0.4305968316298591,0.01254419470616102,1,0
Video_001,1-Subject_1.avi,396,13.213,0.42823371338969235,0.011150356717682606,1,0
Video_001,1-Subject_1.avi,399,13.313,0.42158208379331846,0.009121911319081848,1,0
Video_001,1-Subject_1.avi,402,13.413,0.42046341190823167,0.008834951486244347,1,0
Video_001,1-Subject_1.avi,405,13.513,0.4194656862723014,0.009555906958287027,1,0
Video_001,1-Subject_1.avi,408,13.613,0.3743834636478741,0.012052625836944334,1,0
Video_001,1-Subject_1.avi,411,13.713,0.26011412704566933,0.01326618577748382,1,0
Video_001,1-Subject_1.avi,414,13.813,0.3392680203982139,0.012787586746075807,1,0
Video_001,1-Subject_1.avi,417,13.913,0.3739489298588992,0.012170577733459411,1,0
Video_002,1-Subject_2.avi,0,0.0,0.3258126372841089,0.0049627409776228995,1,0
Video_002,1-Subject_2.avi,3,0.1,0.3274269803336113,0.005410199514312792,1,0
Video_002,1-Subject_2.avi,6,0.2,0.3417088902919595,0.005353512095989734,1,0
Video_002,1-Subject_2.avi,9,0.3,0.34330136738852196,0.04161200180168883,1,0
Video_002,1-Subject_2.avi,12,0.4,0.346443698712238,0.15002258771033786,1,0
Video_002,1-Subject_2.avi,15,0.5,0.3501144921567557,0.19642927423570364,1,0
Video_002,1-Subject_2.avi,18,0.6,0.3471749645597102,0.18164337883801904,1,0
Video_002,1-Subject_2.avi,21,0.7,0.34126655960696584,0.12819951146472797,1,0
Video_002,1-Subject_2.avi,24,0.8,0.3325978367824709,0.19113126821121934,1,0
Video_002,1-Subject_2.avi,27,0.9,0.3285368080269586,0.24164673680417653,1,0
Video_002,1-Subject_2.avi,30,1.001,0.3309746423454982,0.20626593523703918,1,0
Video_002,1-Subject_2.avi,33,1.101,0.32700328878098783,0.21646206026019707,1,0
Video_002,1-Subject_2.avi,36,1.201,0.28771207400803,0.24089288786867236,1,0
Video_002,1-Subject_2.avi,39,1.301,0.2565595296901424,0.2572579617573432,1,0
Video_002,1-Subject_2.avi,42,1.401,0.276090542950643,0.25388739324111936,1,0
Video_002,1-Subject_2.avi,45,1.501,0.2927940998167606,0.24150130805545664,1,0
Video_002,1-Subject_2.avi,48,1.601,0.3110358945671342,0.22557903016192613,1,0
Video_002,1-Subject_2.avi,51,1.701,0.3107748924656625,0.22132143398069792,1,0
Video_002,1-Subject_2.avi,54,1.801,0.22018765596245793,0.2201672669529271,1,0
Video_002,1-Subject_2.avi,57,1.901,0.1761073954033705,0.22813186483108125,1,0
Video_002,1-Subject_2.avi,60,2.002,0.22123567568470745,0.23157279635666617,1,0
Video_002,1-Subject_2.avi,63,2.102,0.239102948813677,0.21557032943877405,1,0
Video_002,1-Subject_2.avi,66,2.202,0.2842981741502338,0.21125005582684217,1,0
Video_002,1-Subject_2.avi,69,2.302,0.3012581815309282,0.1947382555617638,1,0
Video_002,1-Subject_2.avi,72,2.402,0.3071426461424078,0.18693586534920184,1,0
Video_002,1-Subject_2.avi,75,2.502,0.3250106911470796,0.17334437696440827,1,0
Video_002,1-Subject_2.avi,78,2.602,0.3361088851705183,0.1526583588480297,1,0
Video_002,1-Subject_2.avi,81,2.702,0.3405963942634349,0.13185191890203654,1,0
Video_002,1-Subject_2.avi,84,2.802,0.3339050259063899,0.13499809075483588,1,0
Video_002,1-Subject_2.avi,87,2.902,0.33074732493219405,0.14048355672201376,1,0
Video_002,1-Subject_2.avi,90,3.003,0.33257549565890737,0.14108931448098277,1,0
Video_002,1-Subject_2.avi,93,3.103,0.33247118472705794,0.1499538212907611,1,0
Video_002,1-Subject_2.avi,96,3.203,0.3389926177286028,0.14914262534410386,1,0
Video_002,1-Subject_2.avi,99,3.303,0.33914882220406206,0.14824314442196165,1,0
Video_002,1-Subject_2.avi,102,3.403,0.32973877032263577,0.15985364487696954,1,0
Video_002,1-Subject_2.avi,105,3.503,0.3354914084746407,0.1578051294810165,1,0
Video_002,1-Subject_2.avi,108,3.603,0.32612588757589034,0.1596134130851623,1,0
Video_002,1-Subject_2.avi,111,3.703,0.31171942995322044,0.16003403329738056,1,0
Video_002,1-Subject_2.avi,114,3.803,0.21309101886449344,0.1589437753659682,1,0
Video_002,1-Subject_2.avi,117,3.903,0.08396092326731218,0.16927350221373155,1,0
Video_002,1-Subject_2.avi,120,4.004,0.052103115760150004,0.17192207489393802,1,0
Video_002,1-Subject_2.avi,123,4.104,0.16230312997995888,0.1679416470234484,1,0
Video_002,1-Subject_2.avi,126,4.204,0.2371670250387219,0.17588272867556423,1,0
Video_002,1-Subject_2.avi,129,4.304,0.2613099258211028,0.1808527993225076,1,0
Video_002,1-Subject_2.avi,132,4.404,0.27235783809715297,0.18728941733119842,1,0
Video_002,1-Subject_2.avi,135,4.504,0.29750273318234277,0.18740564651212424,1,0
Video_002,1-Subject_2.avi,138,4.604,0.3021101884083693,0.1860253021166318,1,0
Video_002,1-Subject_2.avi,141,4.704,0.30402241433071153,0.17229367255574896,1,0
Video_002,1-Subject_2.avi,144,4.804,0.2965289056937997,0.1611098935485613,1,0
Video_002,1-Subject_2.avi,147,4.904,0.061529494052915745,0.15066440292013947,1,0
Video_002,1-Subject_2.avi,150,5.005,0.16475374412537902,0.2044153137484197,1,0
Video_002,1-Subject_2.avi,153,5.105,0.27832279066741095,0.20312817526712462,1,0
Video_002,1-Subject_2.avi,156,5.205,0.309812407261343,0.2046723121980693,1,0
Video_002,1-Subject_2.avi,159,5.305,0.3227780929848473,0.20285204875722448,1,0
Video_002,1-Subject_2.avi,162,5.405,0.32938036941968546,0.19503922282607183,1,0
Video_002,1-Subject_2.avi,165,5.505,0.33484864825472926,0.17758961873651144,1,0
Video_002,1-Subject_2.avi,168,5.605,0.27806606002803214,0.16331748339782692,1,0
Video_002,1-Subject_2.avi,171,5.705,0.06095318696740992,0.15772740528654128,1,0
Video_002,1-Subject_2.avi,174,5.805,0.14242087058985392,0.17821466251957913,1,0
Video_002,1-Subject_2.avi,177,5.905,0.32669288563609666,0.24802149875602808,1,0
Video_002,1-Subject_2.avi,180,6.006,0.4218807470606377,0.2936427431571726,1,0
Video_002,1-Subject_2.avi,183,6.106,0.49503277157861014,0.3536996111249392,1,0
Video_002,1-Subject_2.avi,186,6.206,0.5622030250087934,0.42957940920815396,1,0
Video_002,1-Subject_2.avi,189,6.306,0.5582401371666765,0.37109707518454466,1,0
Video_002,1-Subject_2.avi,192,6.406,0.46642540641917174,0.3431033385239168,1,0
Video_002,1-Subject_2.avi,195,6.506,0.4480246061370079,0.37822208106664934,1,0
Video_002,1-Subject_2.avi,198,6.606,0.4170702624065051,0.3331792139191493,1,0
Video_002,1-Subject_2.avi,201,6.706,0.4762861194300979,0.3421776215294485,1,0
Video_002,1-Subject_2.avi,204,6.806,0.4329007252336313,0.3648992785379902,1,0
Video_002,1-Subject_2.avi,207,6.906,0.16419726360146866,0.2748495976442782,1,0
Video_002,1-Subject_2.avi,210,7.007,0.24901679611016247,0.24258029750205992,1,0
Video_002,1-Subject_2.avi,213,7.107,0.27938484644411976,0.2380814233468255,1,0
Video_002,1-Subject_2.avi,216,7.207,0.31184633099661163,0.14873728705078948,1,0
Video_002,1-Subject_2.avi,219,7.307,0.3169846639117165,0.15541695612512357,1,0
Video_002,1-Subject_2.avi,222,7.407,0.3489732107994616,0.22650645606547032,1,0
Video_002,1-Subject_2.avi,225,7.507,0.3645554626265023,0.2031887198287838,1,0
Video_002,1-Subject_2.avi,228,7.607,0.3994313205099569,0.2122054265354265,1,0
Video_002,1-Subject_2.avi,231,7.707,0.3809332986639278,0.19093632884639591,1,0
Video_002,1-Subject_2.avi,234,7.807,0.3856975437513843,0.25316721487375365,1,0
Video_002,1-Subject_2.avi,237,7.907,0.3940516414841395,0.26267934842849133,1,0
Video_002,1-Subject_2.avi,240,8.008,0.18040313510503733,0.2408853300702839,1,0
Video_002,1-Subject_2.avi,243,8.108,0.128133981371886,0.20874629392421926,1,0
Video_002,1-Subject_2.avi,246,8.208,0.191352306720583,0.2023600095161104,1,0
Video_002,1-Subject_2.avi,249,8.308,0.2506906250903766,0.19632233344636082,1,0
Video_002,1-Subject_2.avi,252,8.408,0.27635507954866717,0.20646305486520541,1,0
Video_002,1-Subject_2.avi,255,8.508,0.2965151986216325,0.20653000894953272,1,0
Video_002,1-Subject_2.avi,258,8.608,0.3108573211706712,0.2168029115844561,1,0
Video_002,1-Subject_2.avi,261,8.708,0.31230259491314105,0.22304710522579652,1,0
Video_002,1-Subject_2.avi,264,8.808,0.32432089480799975,0.24194196399698864,1,0
Video_002,1-Subject_2.avi,267,8.908,0.33205234929258076,0.2031426439038781,1,0
Video_002,1-Subject_2.avi,270,9.009,0.34294248190603716,0.16367964046143227,1,0
Video_002,1-Subject_2.avi,273,9.109,0.33870631331353057,0.20384054271362015,1,0
Video_002,1-Subject_2.avi,276,9.209,0.34031622635803616,0.2148032478053308,1,0
Video_002,1-Subject_2.avi,279,9.309,0.33872755710510455,0.24125360739604854,1,0
Video_002,1-Subject_2.avi,282,9.409,0.3325686502966486,0.21651753114922875,1,0
Video_002,1-Subject_2.avi,285,9.509,0.3290367681817373,0.1943382307761665,1,0
Video_002,1-Subject_2.avi,288,9.609,0.3204350371131015,0.1402853059481792,1,0
Video_002,1-Subject_2.avi,291,9.709,0.3225116504486187,0.1891032158358098,1,0
Video_002,1-Subject_2.avi,294,9.809,0.329374501817462,0.20648302444059732,1,0
Video_002,1-Subject_2.avi,297,9.909,0.3279122788227821,0.21199671156058625,1,0
Video_002,1-Subject_2.avi,300,10.01,0.3176454473952713,0.20906782082443656,1,0
Video_002,1-Subject_2.avi,303,10.11,0.32085016298051805,0.1019501549034399,1,0
Video_002,1-Subject_2.avi,306,10.21,0.31857281408128346,0.11358360124578243,1,0
Video_002,1-Subject_2.avi,309,10.31,0.32807073101524564,0.1529922831861931,1,0
Video_002,1-Subject_2.avi,312,10.41,0.33234079154549423,0.1581807755222879,1,0
Video_002,1-Subject_2.avi,315,10.51,0.05176395892179814,0.06715076901914799,1,0
Video_002,1-Subject_2.avi,318,10.61,0.12797522516865112,0.08282425731174346,1,0
Video_002,1-Subject_2.avi,321,10.71,0.2665516173242489,0.12248817254175147,1,0
Video_002,1-Subject_2.avi,324,10.81,0.3010198215137899,0.11611772723271367,1,0
Video_002,1-Subject_2.avi,327,10.91,0.3172488823990106,0.10724452695758531,1,0
Video_002,1-Subject_2.avi,330,11.011,0.3261149491586194,0.14474108747964604,1,0
Video_002,1-Subject_2.avi,333,11.111,0.33515548278922414,0.17830453323144227,1,0
Video_002,1-Subject_2.avi,336,11.211,0.3384535465678959,0.1791665709599251,1,0
Video_002,1-Subject_2.avi,339,11.311,0.3476810522104714,0.1603647608072827,1,0
Video_002,1-Subject_2.avi,342,11.411,0.3527432289801437,0.12168279399941975,1,0
Video_002,1-Subject_2.avi,345,11.511,0.3544075167660501,0.06545772838186774,1,0
Video_002,1-Subject_2.avi,348,11.611,0.34719519511859365,0.05224850107972658,1,0
Video_002,1-Subject_2.avi,351,11.711,0.34807992036088725,0.06092476203593741,1,0
Video_002,1-Subject_2.avi,354,11.811,0.35483258455525835,0.0720800348880596,1,0
Video_002,1-Subject_2.avi,357,11.911,0.3561794647551231,0.06969794237622894,1,0
Video_002,1-Subject_2.avi,360,12.012,0.3568633916651989,0.059570972828078696,1,0
Video_002,1-Subject_2.avi,363,12.112,0.35837660433735075,0.05592309885837417,1,0
Video_002,1-Subject_2.avi,366,12.212,0.36604718584636653,0.06362937269480355,1,0
Video_002,1-Subject_2.avi,369,12.312,0.36215080299336155,0.0619677403798612,1,0
Video_002,1-Subject_2.avi,372,12.412,0.3536345674776987,0.05359635939834301,1,0
Video_002,1-Subject_2.avi,375,12.512,0.36216499507286837,0.048199197986594555,1,0
Video_002,1-Subject_2.avi,378,12.612,0.36877079385767464,0.04678429450815522,1,0
Video_002,1-Subject_2.avi,381,12.712,0.379112026145154,0.10637025287509752,1,0
Video_002,1-Subject_2.avi,384,12.812,0.41003187398985086,0.17035767226683043,1,0
Video_002,1-Subject_2.avi,387,12.912,0.43023405434059336,0.20527203503742686,1,0
Video_002,1-Subject_2.avi,390,13.013,0.4414153695217695,0.2178291256036262,1,0
Video_002,1-Subject_2.avi,393,13.113,0.44669829660996874,0.2283488134527284,1,0
Video_002,1-Subject_2.avi,396,13.213,0.4558450987915445,0.2524464424134904,1,0
Video_002,1-Subject_2.avi,399,13.313,0.45298298359920386,0.23795592894167436,1,0
Video_002,1-Subject_2.avi,402,13.413,0.44038839030444776,0.21339906149650184,1,0
Video_002,1-Subject_2.avi,405,13.513,0.43132628703834586,0.180275473687647,1,0
Video_002,1-Subject_2.avi,408,13.613,0.42339024634358735,0.16168087204684747,1,0
Video_002,1-Subject_2.avi,411,13.713,0.4162613857586802,0.1443345537682028,1,0
Video_002,1-Subject_2.avi,414,13.813,0.42093386768084334,0.14417405215962145,1,0
Video_002,1-Subject_2.avi,417,13.913,0.4239100085468086,0.15355825434267392,1,0
Video_002,1-Subject_2.avi,420,14.014,0.41268935963573794,0.14173952687274471,1,0
Video_002,1-Subject_2.avi,423,14.114,0.3980984708903382,0.1504310862480796,1,0
Video_002,1-Subject_2.avi,426,14.214,0.3902187962157332,0.16614329791782795,1,0
Video_002,1-Subject_2.avi,429,14.314,0.3814878092186287,0.2033253485224796,1,0
Video_002,1-Subject_2.avi,432,14.414,0.37849274379502723,0.22426271219639365,1,0
Video_002,1-Subject_2.avi,435,14.514,0.36342890156378604,0.22561272325698564,1,0
Video_002,1-Subject_2.avi,438,14.614,0.051508613954292556,0.21944176787932443,1,0
Video_002,1-Subject_2.avi,441,14.714,0.10414747074417477,0.21215757489319692,1,0
Video_002,1-Subject_2.avi,444,14.814,0.2526036144391739,0.19568222541135716,1,0
Video_002,1-Subject_2.avi,447,14.914,0.2883971521688879,0.1800181169121137,1,0
Video_002,1-Subject_2.avi,450,15.015,0.30136873232741035,0.17952119007503617,1,0
Video_002,1-Subject_2.avi,453,15.115,0.31386423860300916,0.18951684801590277,1,0
Video_002,1-Subject_2.avi,456,15.215,0.3150685100146018,0.19750909040296266,1,0
Video_002,1-Subject_2.avi,459,15.315,0.3186040141998527,0.18435471586046584,1,0
Video_002,1-Subject_2.avi,462,15.415,0.3224205967334892,0.1882695806872373,1,0
Video_002,1-Subject_2.avi,465,15.515,0.3215110450866204,0.1854530119814041,1,0
Video_002,1-Subject_2.avi,468,15.615,0.31378229254335926,0.1676327439411218,1,0
Video_002,1-Subject_2.avi,471,15.715,0.3110176269711373,0.14786920423750055,1,0
Video_002,1-Subject_2.avi,474,15.815,0.3153257870191713,0.0828070420367394,1,0
Video_002,1-Subject_2.avi,477,15.915,0.08958733694524443,0.09046403309442444,1,0
Video_002,1-Subject_2.avi,480,16.016,0.02906345300636149,0.22114178017904734,1,0
Video_002,1-Subject_2.avi,483,16.116,0.18966901926224844,0.2614294187541639,1,0
Video_002,1-Subject_2.avi,486,16.216,0.03498869257250446,0.254759968484954,1,0
Video_002,1-Subject_2.avi,489,16.316,0.023169493262914717,0.12381172772170863,1,0
Video_002,1-Subject_2.avi,492,16.416,0.014685640445687199,0.06156420741331679,1,0
Video_002,1-Subject_2.avi,495,16.516,0.19850154195275205,0.0115577622045863,1,0
Video_002,1-Subject_2.avi,498,16.616,0.3248883438937148,0.007674112640451685,1,0
Video_002,1-Subject_2.avi,501,16.716,0.3532559154728947,0.05872644014043816,1,0
Video_002,1-Subject_2.avi,504,16.816,0.3660706169330153,0.13759450052032318,1,0
Video_002,1-Subject_2.avi,507,16.916,0.09234447062473433,0.16521706446419684,1,0
Video_002,1-Subject_2.avi,510,17.017,0.04734234424338239,0.13932613240654135,1,0
Video_002,1-Subject_2.avi,513,17.117,0.25291057685510754,0.046539355005218885,1,0
Video_002,1-Subject_2.avi,516,17.217,0.30983282359196707,0.020092584466648186,1,0
Video_002,1-Subject_2.avi,519,17.317,0.34056148717272916,0.00941626757920234,1,0
Video_002,1-Subject_2.avi,522,17.417,0.35927611588015007,0.007783276484277828,1,0
Video_002,1-Subject_2.avi,525,17.517,0.3615967292112052,0.00927292296270738,1,0
